LOCALIDAD;CATEGORIA;ANO;MES;NUMERO_COMPARENDOS
CIUDAD BOLIVAR;A;2015;JULIO;1
CIUDAD BOLIVAR;A;2015;JUNIO;7
CIUDAD BOLIVAR;A;2015;MARZO;33
CIUDAD BOLIVAR;A;2015;MAYO;4
CIUDAD BOLIVAR;A;2015;NOVIEMBRE;12
CIUDAD BOLIVAR;A;2015;OCTUBRE;10
CIUDAD BOLIVAR;A;2015;SEPTIEMBRE;16
CIUDAD BOLIVAR;A;2016;ABRIL;2
CIUDAD BOLIVAR;A;2016;AGOSTO;4
CIUDAD BOLIVAR;A;2016;DICIEMBRE;8
CIUDAD BOLIVAR;A;2016;ENERO;44
CIUDAD BOLIVAR;A;2016;FEBRERO;93
CIUDAD BOLIVAR;A;2016;JULIO;28
CIUDAD BOLIVAR;A;2016;JUNIO;12
CIUDAD BOLIVAR;A;2016;MARZO;56
CIUDAD BOLIVAR;A;2016;MAYO;22
CIUDAD BOLIVAR;A;2016;NOVIEMBRE;10
CIUDAD BOLIVAR;A;2016;OCTUBRE;7
CIUDAD BOLIVAR;A;2016;SEPTIEMBRE;22
CIUDAD BOLIVAR;A;2017;ABRIL;5
CIUDAD BOLIVAR;A;2017;AGOSTO;39
CIUDAD BOLIVAR;A;2017;ENERO;12
CIUDAD BOLIVAR;A;2017;FEBRERO;14
CIUDAD BOLIVAR;A;2017;JULIO;8
CIUDAD BOLIVAR;A;2017;JUNIO;9
CIUDAD BOLIVAR;A;2017;MARZO;13
CIUDAD BOLIVAR;A;2017;MAYO;14
CIUDAD BOLIVAR;A;2017;SEPTIEMBRE;8
CIUDAD BOLIVAR;B;2015;ABRIL;52
CIUDAD BOLIVAR;B;2015;AGOSTO;66
CIUDAD BOLIVAR;B;2015;DICIEMBRE;41
CIUDAD BOLIVAR;B;2015;ENERO;52
CIUDAD BOLIVAR;B;2015;FEBRERO;68
CIUDAD BOLIVAR;B;2015;JULIO;49
CIUDAD BOLIVAR;B;2015;JUNIO;40
CIUDAD BOLIVAR;B;2015;MARZO;48
CIUDAD BOLIVAR;B;2015;MAYO;40
CIUDAD BOLIVAR;B;2015;NOVIEMBRE;31
CIUDAD BOLIVAR;B;2015;OCTUBRE;40
CIUDAD BOLIVAR;B;2015;SEPTIEMBRE;64
CIUDAD BOLIVAR;B;2016;ABRIL;39
CIUDAD BOLIVAR;B;2016;AGOSTO;104
CIUDAD BOLIVAR;B;2016;DICIEMBRE;66
CIUDAD BOLIVAR;B;2016;ENERO;81
CIUDAD BOLIVAR;B;2016;FEBRERO;92
CIUDAD BOLIVAR;B;2016;JULIO;61
CIUDAD BOLIVAR;B;2016;JUNIO;86
CIUDAD BOLIVAR;B;2016;MARZO;49
CIUDAD BOLIVAR;B;2016;MAYO;56
CIUDAD BOLIVAR;B;2016;NOVIEMBRE;73
CIUDAD BOLIVAR;B;2016;OCTUBRE;83
CIUDAD BOLIVAR;B;2016;SEPTIEMBRE;131
CIUDAD BOLIVAR;B;2017;ABRIL;73
CIUDAD BOLIVAR;B;2017;AGOSTO;190
CIUDAD BOLIVAR;B;2017;ENERO;90
CIUDAD BOLIVAR;B;2017;FEBRERO;105
CIUDAD BOLIVAR;B;2017;JULIO;73
CIUDAD BOLIVAR;B;2017;JUNIO;72
CIUDAD BOLIVAR;B;2017;MARZO;127
CIUDAD BOLIVAR;B;2017;MAYO;162
CIUDAD BOLIVAR;B;2017;OCTUBRE;6
CIUDAD BOLIVAR;B;2017;SEPTIEMBRE;79
CIUDAD BOLIVAR;C;2015;ABRIL;420
CIUDAD BOLIVAR;C;2015;AGOSTO;456
CIUDAD BOLIVAR;C;2015;DICIEMBRE;381
CIUDAD BOLIVAR;C;2015;ENERO;354
CIUDAD BOLIVAR;C;2015;FEBRERO;427
CIUDAD BOLIVAR;C;2015;JULIO;384
CIUDAD BOLIVAR;C;2015;JUNIO;355
CIUDAD BOLIVAR;C;2015;MARZO;298
CIUDAD BOLIVAR;C;2015;MAYO;541
CIUDAD BOLIVAR;C;2015;NOVIEMBRE;307
CIUDAD BOLIVAR;C;2015;OCTUBRE;365
CIUDAD BOLIVAR;C;2015;SEPTIEMBRE;545
CIUDAD BOLIVAR;C;2016;ABRIL;876
CIUDAD BOLIVAR;C;2016;AGOSTO;764
CIUDAD BOLIVAR;C;2016;DICIEMBRE;484
CIUDAD BOLIVAR;C;2016;ENERO;878
CIUDAD BOLIVAR;C;2016;FEBRERO;1081
CIUDAD BOLIVAR;C;2016;JULIO;627
CIUDAD BOLIVAR;C;2016;JUNIO;1126
CIUDAD BOLIVAR;C;2016;MARZO;702
CIUDAD BOLIVAR;C;2016;MAYO;1238
CIUDAD BOLIVAR;C;2016;NOVIEMBRE;699
CIUDAD BOLIVAR;C;2016;OCTUBRE;710
CIUDAD BOLIVAR;C;2016;SEPTIEMBRE;837
CIUDAD BOLIVAR;C;2017;ABRIL;913
CIUDAD BOLIVAR;C;2017;AGOSTO;811
CIUDAD BOLIVAR;C;2017;ENERO;715
CIUDAD BOLIVAR;C;2017;FEBRERO;876
CIUDAD BOLIVAR;C;2017;JULIO;608
CIUDAD BOLIVAR;C;2017;JUNIO;593
CIUDAD BOLIVAR;C;2017;MARZO;910
CIUDAD BOLIVAR;C;2017;MAYO;1058
CIUDAD BOLIVAR;C;2017;OCTUBRE;16
CIUDAD BOLIVAR;C;2017;SEPTIEMBRE;477
CIUDAD BOLIVAR;D;2015;ABRIL;27
CIUDAD BOLIVAR;D;2015;AGOSTO;45
CIUDAD BOLIVAR;D;2015;DICIEMBRE;83
CIUDAD BOLIVAR;D;2015;ENERO;55
CIUDAD BOLIVAR;D;2015;FEBRERO;40
CIUDAD BOLIVAR;D;2015;JULIO;51
CIUDAD BOLIVAR;D;2015;JUNIO;43
CIUDAD BOLIVAR;D;2015;MARZO;37
CIUDAD BOLIVAR;D;2015;MAYO;19
CIUDAD BOLIVAR;D;2015;NOVIEMBRE;101
CIUDAD BOLIVAR;D;2015;OCTUBRE;51
CIUDAD BOLIVAR;D;2015;SEPTIEMBRE;43
CIUDAD BOLIVAR;D;2016;ABRIL;80
CIUDAD BOLIVAR;D;2016;AGOSTO;67
CIUDAD BOLIVAR;D;2016;DICIEMBRE;39
CIUDAD BOLIVAR;D;2016;ENERO;111
CIUDAD BOLIVAR;D;2016;FEBRERO;230
CIUDAD BOLIVAR;D;2016;JULIO;77
CIUDAD BOLIVAR;D;2016;JUNIO;109
CIUDAD BOLIVAR;D;2016;MARZO;104
CIUDAD BOLIVAR;D;2016;MAYO;129
CIUDAD BOLIVAR;D;2016;NOVIEMBRE;77
CIUDAD BOLIVAR;D;2016;OCTUBRE;85
CIUDAD BOLIVAR;D;2016;SEPTIEMBRE;85
CIUDAD BOLIVAR;D;2017;ABRIL;54
CIUDAD BOLIVAR;D;2017;AGOSTO;101
CIUDAD BOLIVAR;D;2017;ENERO;64
CIUDAD BOLIVAR;D;2017;FEBRERO;109
CIUDAD BOLIVAR;D;2017;JULIO;54
CIUDAD BOLIVAR;D;2017;JUNIO;69
CIUDAD BOLIVAR;D;2017;MARZO;104
CIUDAD BOLIVAR;D;2017;MAYO;59
CIUDAD BOLIVAR;D;2017;OCTUBRE;7
CIUDAD BOLIVAR;D;2017;SEPTIEMBRE;58
CIUDAD BOLIVAR;F;2015;ABRIL;28
CIUDAD BOLIVAR;F;2015;AGOSTO;62
CIUDAD BOLIVAR;F;2015;DICIEMBRE;32
CIUDAD BOLIVAR;F;2015;ENERO;21
CIUDAD BOLIVAR;F;2015;FEBRERO;18
CIUDAD BOLIVAR;F;2015;JULIO;64
CIUDAD BOLIVAR;F;2015;JUNIO;32
CIUDAD BOLIVAR;F;2015;MARZO;10
CIUDAD BOLIVAR;F;2015;MAYO;21
CIUDAD BOLIVAR;F;2015;NOVIEMBRE;33
CIUDAD BOLIVAR;F;2015;OCTUBRE;132
CIUDAD BOLIVAR;F;2015;SEPTIEMBRE;72
CIUDAD BOLIVAR;F;2016;ABRIL;121
CIUDAD BOLIVAR;F;2016;AGOSTO;10
CIUDAD BOLIVAR;F;2016;DICIEMBRE;4
CIUDAD BOLIVAR;F;2016;ENERO;69
CIUDAD BOLIVAR;F;2016;FEBRERO;51
CIUDAD BOLIVAR;F;2016;JULIO;17
CIUDAD BOLIVAR;F;2016;JUNIO;239
CIUDAD BOLIVAR;F;2016;MARZO;29
CIUDAD BOLIVAR;F;2016;MAYO;137
CIUDAD BOLIVAR;F;2016;NOVIEMBRE;6
CIUDAD BOLIVAR;F;2016;OCTUBRE;3
CIUDAD BOLIVAR;F;2016;SEPTIEMBRE;3
CIUDAD BOLIVAR;F;2017;ABRIL;3
CIUDAD BOLIVAR;F;2017;AGOSTO;50
CIUDAD BOLIVAR;F;2017;ENERO;23
CIUDAD BOLIVAR;F;2017;FEBRERO;19
CIUDAD BOLIVAR;F;2017;JULIO;8
CIUDAD BOLIVAR;F;2017;JUNIO;5
CIUDAD BOLIVAR;F;2017;MARZO;9
CIUDAD BOLIVAR;F;2017;MAYO;9
CIUDAD BOLIVAR;F;2017;OCTUBRE;1
CIUDAD BOLIVAR;F;2017;SEPTIEMBRE;24
CIUDAD BOLIVAR;G;2015;ABRIL;18
CIUDAD BOLIVAR;G;2015;AGOSTO;8
CIUDAD BOLIVAR;G;2015;ENERO;26
CIUDAD BOLIVAR;G;2015;FEBRERO;6
CIUDAD BOLIVAR;G;2015;JULIO;25
CIUDAD BOLIVAR;G;2015;JUNIO;6
CIUDAD BOLIVAR;G;2015;MAYO;17
CIUDAD BOLIVAR;G;2015;NOVIEMBRE;1
CIUDAD BOLIVAR;G;2016;ABRIL;2
CIUDAD BOLIVAR;G;2016;DICIEMBRE;1
CIUDAD BOLIVAR;G;2016;ENERO;2
CIUDAD BOLIVAR;G;2016;FEBRERO;5
CIUDAD BOLIVAR;G;2016;JULIO;14
CIUDAD BOLIVAR;G;2016;JUNIO;21
CIUDAD BOLIVAR;G;2016;MARZO;29
CIUDAD BOLIVAR;G;2016;MAYO;18
CIUDAD BOLIVAR;G;2016;OCTUBRE;3
CIUDAD BOLIVAR;G;2016;SEPTIEMBRE;1
CIUDAD BOLIVAR;G;2017;ABRIL;15
CIUDAD BOLIVAR;G;2017;AGOSTO;46
CIUDAD BOLIVAR;G;2017;ENERO;45
CIUDAD BOLIVAR;G;2017;FEBRERO;15
CIUDAD BOLIVAR;G;2017;JULIO;27
CIUDAD BOLIVAR;G;2017;JUNIO;9
CIUDAD BOLIVAR;G;2017;MARZO;7
CIUDAD BOLIVAR;G;2017;MAYO;8
CIUDAD BOLIVAR;G;2017;SEPTIEMBRE;34
CIUDAD BOLIVAR;H;2015;ABRIL;56
CIUDAD BOLIVAR;H;2015;AGOSTO;28
CIUDAD BOLIVAR;H;2015;DICIEMBRE;9
CIUDAD BOLIVAR;H;2015;ENERO;56
CIUDAD BOLIVAR;H;2015;FEBRERO;63
CIUDAD BOLIVAR;H;2015;JULIO;82
CIUDAD BOLIVAR;H;2015;JUNIO;55
CIUDAD BOLIVAR;H;2015;MARZO;32
CIUDAD BOLIVAR;H;2015;MAYO;123
CIUDAD BOLIVAR;H;2015;NOVIEMBRE;14
CIUDAD BOLIVAR;H;2015;OCTUBRE;12
CIUDAD BOLIVAR;H;2015;SEPTIEMBRE;8
CIUDAD BOLIVAR;H;2016;ABRIL;48
CIUDAD BOLIVAR;H;2016;AGOSTO;68
CIUDAD BOLIVAR;H;2016;DICIEMBRE;78
CIUDAD BOLIVAR;H;2016;ENERO;32
CIUDAD BOLIVAR;H;2016;FEBRERO;47
CIUDAD BOLIVAR;H;2016;JULIO;83
CIUDAD BOLIVAR;H;2016;JUNIO;52
CIUDAD BOLIVAR;H;2016;MARZO;34
CIUDAD BOLIVAR;H;2016;MAYO;78
CIUDAD BOLIVAR;H;2016;NOVIEMBRE;135
CIUDAD BOLIVAR;H;2016;OCTUBRE;87
CIUDAD BOLIVAR;H;2016;SEPTIEMBRE;104
CIUDAD BOLIVAR;H;2017;ABRIL;69
CIUDAD BOLIVAR;H;2017;AGOSTO;292
CIUDAD BOLIVAR;H;2017;ENERO;302
CIUDAD BOLIVAR;H;2017;FEBRERO;198
CIUDAD BOLIVAR;H;2017;JULIO;173
CIUDAD BOLIVAR;H;2017;JUNIO;96
CIUDAD BOLIVAR;H;2017;MARZO;221
CIUDAD BOLIVAR;H;2017;MAYO;139
CIUDAD BOLIVAR;H;2017;OCTUBRE;9
CIUDAD BOLIVAR;H;2017;SEPTIEMBRE;149
CIUDAD BOLIVAR;I;2015;ABRIL;3
CIUDAD BOLIVAR;I;2015;AGOSTO;3
CIUDAD BOLIVAR;I;2015;DICIEMBRE;2
CIUDAD BOLIVAR;I;2015;FEBRERO;1
CIUDAD BOLIVAR;I;2015;JULIO;2
CIUDAD BOLIVAR;I;2015;JUNIO;3
CIUDAD BOLIVAR;I;2015;MARZO;2
CIUDAD BOLIVAR;I;2015;MAYO;3
CIUDAD BOLIVAR;I;2015;OCTUBRE;1
CIUDAD BOLIVAR;I;2015;SEPTIEMBRE;3
CIUDAD BOLIVAR;I;2016;ABRIL;1
CIUDAD BOLIVAR;I;2016;AGOSTO;3
CIUDAD BOLIVAR;I;2016;FEBRERO;2
CIUDAD BOLIVAR;I;2016;JUNIO;2
CIUDAD BOLIVAR;I;2016;OCTUBRE;1
CIUDAD BOLIVAR;I;2016;SEPTIEMBRE;1
CIUDAD BOLIVAR;I;2017;ABRIL;1
CIUDAD BOLIVAR;I;2017;FEBRERO;3
CIUDAD BOLIVAR;I;2017;JULIO;1
CIUDAD BOLIVAR;I;2017;JUNIO;1
CIUDAD BOLIVAR;I;2017;MARZO;1
CIUDAD BOLIVAR;I;2017;MAYO;1
CIUDAD BOLIVAR;I;2017;SEPTIEMBRE;1
ENGATIVA;A;2015;ABRIL;5
ENGATIVA;A;2015;AGOSTO;23
ENGATIVA;A;2015;DICIEMBRE;20
ENGATIVA;A;2015;ENERO;13
ENGATIVA;A;2015;FEBRERO;5
ENGATIVA;A;2015;JULIO;51
ENGATIVA;A;2015;JUNIO;26
ENGATIVA;A;2015;MARZO;2
ENGATIVA;A;2015;MAYO;19
ENGATIVA;A;2015;NOVIEMBRE;7
ENGATIVA;A;2015;OCTUBRE;9
ENGATIVA;A;2015;SEPTIEMBRE;35
ENGATIVA;A;2016;ABRIL;25
ENGATIVA;A;2016;AGOSTO;19
ENGATIVA;A;2016;DICIEMBRE;26
ENGATIVA;A;2016;ENERO;14
ENGATIVA;A;2016;FEBRERO;23
ENGATIVA;A;2016;JULIO;8
ENGATIVA;A;2016;JUNIO;27
ENGATIVA;A;2016;MARZO;31
ENGATIVA;A;2016;MAYO;15
ENGATIVA;A;2016;NOVIEMBRE;14
ENGATIVA;A;2016;OCTUBRE;21
ENGATIVA;A;2016;SEPTIEMBRE;22
ENGATIVA;A;2017;ABRIL;39
ENGATIVA;A;2017;AGOSTO;63
ENGATIVA;A;2017;ENERO;31
ENGATIVA;A;2017;FEBRERO;76
ENGATIVA;A;2017;JULIO;65
ENGATIVA;A;2017;JUNIO;49
ENGATIVA;A;2017;MARZO;52
ENGATIVA;A;2017;MAYO;57
ENGATIVA;A;2017;OCTUBRE;3
ENGATIVA;A;2017;SEPTIEMBRE;39
ENGATIVA;B;2015;ABRIL;32
ENGATIVA;B;2015;AGOSTO;108
ENGATIVA;B;2015;DICIEMBRE;117
ENGATIVA;B;2015;ENERO;64
ENGATIVA;B;2015;FEBRERO;69
ENGATIVA;B;2015;JULIO;115
ENGATIVA;B;2015;JUNIO;68
ENGATIVA;B;2015;MARZO;58
ENGATIVA;B;2015;MAYO;51
ENGATIVA;B;2015;NOVIEMBRE;50
ENGATIVA;B;2015;OCTUBRE;73
ENGATIVA;B;2015;SEPTIEMBRE;108
ENGATIVA;B;2016;ABRIL;74
ENGATIVA;B;2016;AGOSTO;107
ENGATIVA;B;2016;DICIEMBRE;64
ENGATIVA;B;2016;ENERO;129
ENGATIVA;B;2016;FEBRERO;109
ENGATIVA;B;2016;JULIO;85
ENGATIVA;B;2016;JUNIO;94
ENGATIVA;B;2016;MARZO;77
ENGATIVA;B;2016;MAYO;75
ENGATIVA;B;2016;NOVIEMBRE;101
ENGATIVA;B;2016;OCTUBRE;117
ENGATIVA;B;2016;SEPTIEMBRE;161
ENGATIVA;B;2017;ABRIL;118
ENGATIVA;B;2017;AGOSTO;167
ENGATIVA;B;2017;ENERO;138
ENGATIVA;B;2017;FEBRERO;152
ENGATIVA;B;2017;JULIO;135
ENGATIVA;B;2017;JUNIO;117
ENGATIVA;B;2017;MARZO;137
ENGATIVA;B;2017;MAYO;213
ENGATIVA;B;2017;OCTUBRE;4
ENGATIVA;B;2017;SEPTIEMBRE;99
ENGATIVA;C;2015;ABRIL;506
ENGATIVA;C;2015;AGOSTO;1612
ENGATIVA;C;2015;DICIEMBRE;750
ENGATIVA;C;2015;ENERO;524
ENGATIVA;C;2015;FEBRERO;701
ENGATIVA;C;2015;JULIO;1040
ENGATIVA;C;2015;JUNIO;719
ENGATIVA;C;2015;MARZO;443
ENGATIVA;C;2015;MAYO;520
ENGATIVA;C;2015;NOVIEMBRE;640
ENGATIVA;C;2015;OCTUBRE;1177
ENGATIVA;C;2015;SEPTIEMBRE;1511
ENGATIVA;C;2016;ABRIL;1720
ENGATIVA;C;2016;AGOSTO;1160
ENGATIVA;C;2016;DICIEMBRE;819
ENGATIVA;C;2016;ENERO;1280
ENGATIVA;C;2016;FEBRERO;2148
ENGATIVA;C;2016;JULIO;956
ENGATIVA;C;2016;JUNIO;1379
ENGATIVA;C;2016;MARZO;1409
ENGATIVA;C;2016;MAYO;1318
ENGATIVA;C;2016;NOVIEMBRE;1159
ENGATIVA;C;2016;OCTUBRE;1594
ENGATIVA;C;2016;SEPTIEMBRE;1790
ENGATIVA;C;2017;ABRIL;1598
ENGATIVA;C;2017;AGOSTO;2304
ENGATIVA;C;2017;ENERO;1849
ENGATIVA;C;2017;FEBRERO;2021
ENGATIVA;C;2017;JULIO;2013
ENGATIVA;C;2017;JUNIO;1384
ENGATIVA;C;2017;MARZO;1962
ENGATIVA;C;2017;MAYO;2164
ENGATIVA;C;2017;OCTUBRE;58
ENGATIVA;C;2017;SEPTIEMBRE;1418
ENGATIVA;D;2015;ABRIL;30
ENGATIVA;D;2015;AGOSTO;97
ENGATIVA;D;2015;DICIEMBRE;125
ENGATIVA;D;2015;ENERO;37
ENGATIVA;D;2015;FEBRERO;32
ENGATIVA;D;2015;JULIO;88
ENGATIVA;D;2015;JUNIO;38
ENGATIVA;D;2015;MARZO;22
ENGATIVA;D;2015;MAYO;36
ENGATIVA;D;2015;NOVIEMBRE;77
ENGATIVA;D;2015;OCTUBRE;133
ENGATIVA;D;2015;SEPTIEMBRE;127
ENGATIVA;D;2016;ABRIL;104
ENGATIVA;D;2016;AGOSTO;124
ENGATIVA;D;2016;DICIEMBRE;58
ENGATIVA;D;2016;ENERO;172
ENGATIVA;D;2016;FEBRERO;143
ENGATIVA;D;2016;JULIO;120
ENGATIVA;D;2016;JUNIO;101
ENGATIVA;D;2016;MARZO;108
ENGATIVA;D;2016;MAYO;96
ENGATIVA;D;2016;NOVIEMBRE;89
ENGATIVA;D;2016;OCTUBRE;154
ENGATIVA;D;2016;SEPTIEMBRE;185
ENGATIVA;D;2017;ABRIL;93
ENGATIVA;D;2017;AGOSTO;113
ENGATIVA;D;2017;ENERO;108
ENGATIVA;D;2017;FEBRERO;144
ENGATIVA;D;2017;JULIO;116
ENGATIVA;D;2017;JUNIO;108
ENGATIVA;D;2017;MARZO;157
ENGATIVA;D;2017;MAYO;165
ENGATIVA;D;2017;OCTUBRE;2
ENGATIVA;D;2017;SEPTIEMBRE;107
ENGATIVA;E;2015;DICIEMBRE;2
ENGATIVA;E;2015;OCTUBRE;1
ENGATIVA;E;2016;ENERO;1
ENGATIVA;E;2016;MARZO;1
ENGATIVA;E;2017;JULIO;1
ENGATIVA;F;2015;ABRIL;29
ENGATIVA;F;2015;AGOSTO;48
ENGATIVA;F;2015;DICIEMBRE;46
ENGATIVA;F;2015;ENERO;10
ENGATIVA;F;2015;FEBRERO;25
ENGATIVA;F;2015;JULIO;61
ENGATIVA;F;2015;JUNIO;51
ENGATIVA;F;2015;MARZO;14
ENGATIVA;F;2015;MAYO;23
ENGATIVA;F;2015;NOVIEMBRE;56
ENGATIVA;F;2015;OCTUBRE;50
ENGATIVA;F;2015;SEPTIEMBRE;52
ENGATIVA;F;2016;ABRIL;62
ENGATIVA;F;2016;AGOSTO;20
ENGATIVA;F;2016;DICIEMBRE;28
ENGATIVA;F;2016;ENERO;68
ENGATIVA;F;2016;FEBRERO;76
ENGATIVA;F;2016;JULIO;42
ENGATIVA;F;2016;JUNIO;47
ENGATIVA;F;2016;MARZO;55
ENGATIVA;F;2016;MAYO;40
ENGATIVA;F;2016;NOVIEMBRE;34
ENGATIVA;F;2016;OCTUBRE;24
ENGATIVA;F;2016;SEPTIEMBRE;27
ENGATIVA;F;2017;ABRIL;27
ENGATIVA;F;2017;AGOSTO;46
ENGATIVA;F;2017;ENERO;27
ENGATIVA;F;2017;FEBRERO;46
ENGATIVA;F;2017;JULIO;32
ENGATIVA;F;2017;JUNIO;31
ENGATIVA;F;2017;MARZO;47
ENGATIVA;F;2017;MAYO;37
ENGATIVA;F;2017;OCTUBRE;1
ENGATIVA;F;2017;SEPTIEMBRE;29
ENGATIVA;G;2015;ABRIL;16
ENGATIVA;G;2015;AGOSTO;11
ENGATIVA;G;2015;DICIEMBRE;3
ENGATIVA;G;2015;ENERO;9
ENGATIVA;G;2015;FEBRERO;9
ENGATIVA;G;2015;JULIO;24
ENGATIVA;G;2015;JUNIO;10
ENGATIVA;G;2015;MARZO;8
ENGATIVA;G;2015;MAYO;4
ENGATIVA;G;2015;SEPTIEMBRE;1
ENGATIVA;G;2016;ABRIL;5
ENGATIVA;G;2016;AGOSTO;2
ENGATIVA;G;2016;DICIEMBRE;10
ENGATIVA;G;2016;ENERO;4
ENGATIVA;G;2016;FEBRERO;7
ENGATIVA;G;2016;JULIO;10
ENGATIVA;G;2016;JUNIO;3
ENGATIVA;G;2016;MARZO;15
ENGATIVA;G;2016;MAYO;7
ENGATIVA;G;2016;NOVIEMBRE;4
ENGATIVA;G;2016;OCTUBRE;6
ENGATIVA;G;2016;SEPTIEMBRE;8
ENGATIVA;G;2017;ABRIL;22
ENGATIVA;G;2017;AGOSTO;41
ENGATIVA;G;2017;ENERO;9
ENGATIVA;G;2017;FEBRERO;56
ENGATIVA;G;2017;JULIO;31
ENGATIVA;G;2017;JUNIO;28
ENGATIVA;G;2017;MARZO;62
ENGATIVA;G;2017;MAYO;83
ENGATIVA;G;2017;SEPTIEMBRE;39
ENGATIVA;H;2015;ABRIL;31
ENGATIVA;H;2015;AGOSTO;42
ENGATIVA;H;2015;DICIEMBRE;39
ENGATIVA;H;2015;ENERO;22
ENGATIVA;H;2015;FEBRERO;24
ENGATIVA;H;2015;JULIO;94
ENGATIVA;H;2015;JUNIO;101
ENGATIVA;H;2015;MARZO;33
ENGATIVA;H;2015;MAYO;37
ENGATIVA;H;2015;NOVIEMBRE;11
ENGATIVA;H;2015;OCTUBRE;19
ENGATIVA;H;2015;SEPTIEMBRE;28
ENGATIVA;H;2016;ABRIL;42
ENGATIVA;H;2016;AGOSTO;82
ENGATIVA;H;2016;DICIEMBRE;52
ENGATIVA;H;2016;ENERO;70
ENGATIVA;H;2016;FEBRERO;43
ENGATIVA;H;2016;JULIO;56
ENGATIVA;H;2016;JUNIO;48
ENGATIVA;H;2016;MARZO;46
ENGATIVA;H;2016;MAYO;38
ENGATIVA;H;2016;NOVIEMBRE;68
ENGATIVA;H;2016;OCTUBRE;96
ENGATIVA;H;2016;SEPTIEMBRE;78
ENGATIVA;H;2017;ABRIL;106
ENGATIVA;H;2017;AGOSTO;170
ENGATIVA;H;2017;ENERO;126
ENGATIVA;H;2017;FEBRERO;160
ENGATIVA;H;2017;JULIO;172
ENGATIVA;H;2017;JUNIO;137
ENGATIVA;H;2017;MARZO;162
ENGATIVA;H;2017;MAYO;206
ENGATIVA;H;2017;OCTUBRE;2
ENGATIVA;H;2017;SEPTIEMBRE;115
ENGATIVA;I;2015;ABRIL;3
ENGATIVA;I;2015;AGOSTO;3
ENGATIVA;I;2015;DICIEMBRE;3
ENGATIVA;I;2015;FEBRERO;1
ENGATIVA;I;2015;JUNIO;1
ENGATIVA;I;2015;MARZO;1
ENGATIVA;I;2015;MAYO;4
ENGATIVA;I;2015;NOVIEMBRE;4
ENGATIVA;I;2015;OCTUBRE;4
ENGATIVA;I;2015;SEPTIEMBRE;3
ENGATIVA;I;2016;ABRIL;6
ENGATIVA;I;2016;AGOSTO;4
ENGATIVA;I;2016;ENERO;1
ENGATIVA;I;2016;FEBRERO;3
ENGATIVA;I;2016;JULIO;1
ENGATIVA;I;2016;MARZO;1
ENGATIVA;I;2016;NOVIEMBRE;1
ENGATIVA;I;2016;OCTUBRE;1
ENGATIVA;I;2016;SEPTIEMBRE;3
ENGATIVA;I;2017;AGOSTO;3
ENGATIVA;I;2017;ENERO;1
ENGATIVA;I;2017;FEBRERO;3
ENGATIVA;I;2017;JULIO;2
ENGATIVA;I;2017;MARZO;6
ENGATIVA;I;2017;MAYO;5
ENGATIVA;I;2017;SEPTIEMBRE;4
FONTIBON;A;2015;ABRIL;5
FONTIBON;A;2015;AGOSTO;9
FONTIBON;A;2015;DICIEMBRE;8
FONTIBON;A;2015;ENERO;6
FONTIBON;A;2015;FEBRERO;2
FONTIBON;A;2015;JULIO;5
FONTIBON;A;2015;JUNIO;6
FONTIBON;A;2015;MARZO;2
FONTIBON;A;2015;MAYO;12
FONTIBON;A;2015;NOVIEMBRE;4
FONTIBON;A;2015;OCTUBRE;10
FONTIBON;A;2015;SEPTIEMBRE;21
FONTIBON;A;2016;ABRIL;7
FONTIBON;A;2016;AGOSTO;14
FONTIBON;A;2016;DICIEMBRE;1
FONTIBON;A;2016;ENERO;28
FONTIBON;A;2016;FEBRERO;31
FONTIBON;A;2016;JULIO;10
FONTIBON;A;2016;JUNIO;8
FONTIBON;A;2016;MARZO;18
FONTIBON;A;2016;MAYO;19
FONTIBON;A;2016;NOVIEMBRE;2
FONTIBON;A;2016;OCTUBRE;5
FONTIBON;A;2016;SEPTIEMBRE;8
FONTIBON;A;2017;ABRIL;10
FONTIBON;A;2017;AGOSTO;15
FONTIBON;A;2017;ENERO;10
FONTIBON;A;2017;FEBRERO;16
FONTIBON;A;2017;JULIO;9
FONTIBON;A;2017;JUNIO;1
FONTIBON;A;2017;MARZO;10
FONTIBON;A;2017;MAYO;6
FONTIBON;A;2017;OCTUBRE;1
FONTIBON;A;2017;SEPTIEMBRE;6
FONTIBON;B;2015;ABRIL;86
FONTIBON;B;2015;AGOSTO;138
FONTIBON;B;2015;DICIEMBRE;168
FONTIBON;B;2015;ENERO;117
FONTIBON;B;2015;FEBRERO;178
FONTIBON;B;2015;JULIO;196
FONTIBON;B;2015;JUNIO;222
FONTIBON;B;2015;MARZO;122
FONTIBON;B;2015;MAYO;96
FONTIBON;B;2015;NOVIEMBRE;165
FONTIBON;B;2015;OCTUBRE;191
FONTIBON;B;2015;SEPTIEMBRE;221
FONTIBON;B;2016;ABRIL;254
FONTIBON;B;2016;AGOSTO;366
FONTIBON;B;2016;DICIEMBRE;244
FONTIBON;B;2016;ENERO;220
FONTIBON;B;2016;FEBRERO;277
FONTIBON;B;2016;JULIO;347
FONTIBON;B;2016;JUNIO;253
FONTIBON;B;2016;MARZO;231
FONTIBON;B;2016;MAYO;179
FONTIBON;B;2016;NOVIEMBRE;380
FONTIBON;B;2016;OCTUBRE;409
FONTIBON;B;2016;SEPTIEMBRE;528
