LOCALIDAD;CATEGORIA;ANO;MES;NUMERO_COMPARENDOS
BOSA;B;2015;FEBRERO;50
BOSA;B;2015;JULIO;103
BOSA;B;2015;JUNIO;64
BOSA;B;2015;MARZO;52
BOSA;B;2015;MAYO;41
BOSA;B;2015;NOVIEMBRE;48
BOSA;B;2015;OCTUBRE;66
BOSA;B;2015;SEPTIEMBRE;83
BOSA;B;2016;ABRIL;101
BOSA;B;2016;AGOSTO;54
BOSA;B;2016;DICIEMBRE;75
BOSA;B;2016;ENERO;93
BOSA;B;2016;FEBRERO;126
BOSA;B;2016;JULIO;62
BOSA;B;2016;JUNIO;116
BOSA;B;2016;MARZO;86
BOSA;B;2016;MAYO;70
BOSA;B;2016;NOVIEMBRE;91
BOSA;B;2016;OCTUBRE;85
BOSA;B;2016;SEPTIEMBRE;104
BOSA;B;2017;ABRIL;70
BOSA;B;2017;AGOSTO;121
BOSA;B;2017;ENERO;140
BOSA;B;2017;FEBRERO;94
BOSA;B;2017;JULIO;116
BOSA;B;2017;JUNIO;73
BOSA;B;2017;MARZO;80
BOSA;B;2017;MAYO;121
BOSA;B;2017;OCTUBRE;5
BOSA;B;2017;SEPTIEMBRE;52
BOSA;C;2015;ABRIL;512
BOSA;C;2015;AGOSTO;383
BOSA;C;2015;DICIEMBRE;732
BOSA;C;2015;ENERO;452
BOSA;C;2015;FEBRERO;661
BOSA;C;2015;JULIO;449
BOSA;C;2015;JUNIO;390
BOSA;C;2015;MARZO;496
BOSA;C;2015;MAYO;439
BOSA;C;2015;NOVIEMBRE;517
BOSA;C;2015;OCTUBRE;604
BOSA;C;2015;SEPTIEMBRE;658
BOSA;C;2016;ABRIL;1355
BOSA;C;2016;AGOSTO;481
BOSA;C;2016;DICIEMBRE;765
BOSA;C;2016;ENERO;810
BOSA;C;2016;FEBRERO;1193
BOSA;C;2016;JULIO;424
BOSA;C;2016;JUNIO;933
BOSA;C;2016;MARZO;1140
BOSA;C;2016;MAYO;963
BOSA;C;2016;NOVIEMBRE;815
BOSA;C;2016;OCTUBRE;763
BOSA;C;2016;SEPTIEMBRE;799
BOSA;C;2017;ABRIL;627
BOSA;C;2017;AGOSTO;796
BOSA;C;2017;ENERO;1195
BOSA;C;2017;FEBRERO;811
BOSA;C;2017;JULIO;921
BOSA;C;2017;JUNIO;794
BOSA;C;2017;MARZO;634
BOSA;C;2017;MAYO;930
BOSA;C;2017;OCTUBRE;14
BOSA;C;2017;SEPTIEMBRE;501
BOSA;D;2015;ABRIL;32
BOSA;D;2015;AGOSTO;52
BOSA;D;2015;DICIEMBRE;105
BOSA;D;2015;ENERO;41
BOSA;D;2015;FEBRERO;34
BOSA;D;2015;JULIO;57
BOSA;D;2015;JUNIO;42
BOSA;D;2015;MARZO;27
BOSA;D;2015;MAYO;29
BOSA;D;2015;NOVIEMBRE;46
BOSA;D;2015;OCTUBRE;45
BOSA;D;2015;SEPTIEMBRE;59
BOSA;D;2016;ABRIL;92
BOSA;D;2016;AGOSTO;83
BOSA;D;2016;DICIEMBRE;101
BOSA;D;2016;ENERO;121
BOSA;D;2016;FEBRERO;146
BOSA;D;2016;JULIO;75
BOSA;D;2016;JUNIO;149
BOSA;D;2016;MARZO;120
BOSA;D;2016;MAYO;110
BOSA;D;2016;NOVIEMBRE;117
BOSA;D;2016;OCTUBRE;148
BOSA;D;2016;SEPTIEMBRE;147
BOSA;D;2017;ABRIL;59
BOSA;D;2017;AGOSTO;66
BOSA;D;2017;ENERO;108
BOSA;D;2017;FEBRERO;87
BOSA;D;2017;JULIO;98
BOSA;D;2017;JUNIO;66
BOSA;D;2017;MARZO;52
BOSA;D;2017;MAYO;76
BOSA;D;2017;OCTUBRE;2
BOSA;D;2017;SEPTIEMBRE;72
BOSA;E;2015;FEBRERO;1
BOSA;E;2017;JUNIO;1
BOSA;F;2015;ABRIL;12
BOSA;F;2015;AGOSTO;28
BOSA;F;2015;DICIEMBRE;43
BOSA;F;2015;ENERO;8
BOSA;F;2015;FEBRERO;9
BOSA;F;2015;JULIO;33
BOSA;F;2015;JUNIO;20
BOSA;F;2015;MARZO;6
BOSA;F;2015;MAYO;19
BOSA;F;2015;NOVIEMBRE;17
BOSA;F;2015;OCTUBRE;18
BOSA;F;2015;SEPTIEMBRE;46
BOSA;F;2016;ABRIL;32
BOSA;F;2016;AGOSTO;11
BOSA;F;2016;DICIEMBRE;13
BOSA;F;2016;ENERO;65
BOSA;F;2016;FEBRERO;86
BOSA;F;2016;JULIO;15
BOSA;F;2016;JUNIO;32
BOSA;F;2016;MARZO;62
BOSA;F;2016;MAYO;21
BOSA;F;2016;NOVIEMBRE;12
BOSA;F;2016;OCTUBRE;28
BOSA;F;2016;SEPTIEMBRE;36
BOSA;F;2017;ABRIL;8
BOSA;F;2017;AGOSTO;69
BOSA;F;2017;ENERO;29
BOSA;F;2017;FEBRERO;21
BOSA;F;2017;JULIO;72
BOSA;F;2017;JUNIO;21
BOSA;F;2017;MARZO;28
BOSA;F;2017;MAYO;8
BOSA;F;2017;SEPTIEMBRE;28
BOSA;G;2015;ABRIL;13
BOSA;G;2015;AGOSTO;14
BOSA;G;2015;DICIEMBRE;2
BOSA;G;2015;ENERO;6
BOSA;G;2015;FEBRERO;7
BOSA;G;2015;JULIO;26
BOSA;G;2015;JUNIO;7
BOSA;G;2015;MAYO;16
BOSA;G;2015;NOVIEMBRE;1
BOSA;G;2015;SEPTIEMBRE;10
BOSA;G;2016;ABRIL;31
BOSA;G;2016;AGOSTO;9
BOSA;G;2016;DICIEMBRE;8
BOSA;G;2016;ENERO;17
BOSA;G;2016;FEBRERO;12
BOSA;G;2016;JULIO;23
BOSA;G;2016;JUNIO;23
BOSA;G;2016;MARZO;15
BOSA;G;2016;MAYO;24
BOSA;G;2016;NOVIEMBRE;7
BOSA;G;2016;OCTUBRE;7
BOSA;G;2016;SEPTIEMBRE;1
BOSA;G;2017;ABRIL;7
BOSA;G;2017;AGOSTO;26
BOSA;G;2017;ENERO;21
BOSA;G;2017;FEBRERO;17
BOSA;G;2017;JULIO;13
BOSA;G;2017;JUNIO;6
BOSA;G;2017;MARZO;8
BOSA;G;2017;MAYO;13
BOSA;G;2017;OCTUBRE;1
BOSA;G;2017;SEPTIEMBRE;15
BOSA;H;2015;ABRIL;40
BOSA;H;2015;AGOSTO;51
BOSA;H;2015;DICIEMBRE;36
BOSA;H;2015;ENERO;35
BOSA;H;2015;FEBRERO;24
BOSA;H;2015;JULIO;68
BOSA;H;2015;JUNIO;57
BOSA;H;2015;MARZO;17
BOSA;H;2015;MAYO;57
BOSA;H;2015;NOVIEMBRE;13
BOSA;H;2015;OCTUBRE;19
BOSA;H;2015;SEPTIEMBRE;42
BOSA;H;2016;ABRIL;101
BOSA;H;2016;AGOSTO;50
BOSA;H;2016;DICIEMBRE;64
BOSA;H;2016;ENERO;43
BOSA;H;2016;FEBRERO;69
BOSA;H;2016;JULIO;38
BOSA;H;2016;JUNIO;74
BOSA;H;2016;MARZO;63
BOSA;H;2016;MAYO;33
BOSA;H;2016;NOVIEMBRE;79
BOSA;H;2016;OCTUBRE;60
BOSA;H;2016;SEPTIEMBRE;46
BOSA;H;2017;ABRIL;42
BOSA;H;2017;AGOSTO;98
BOSA;H;2017;ENERO;128
BOSA;H;2017;FEBRERO;59
BOSA;H;2017;JULIO;90
BOSA;H;2017;JUNIO;77
BOSA;H;2017;MARZO;49
BOSA;H;2017;MAYO;69
BOSA;H;2017;OCTUBRE;3
BOSA;H;2017;SEPTIEMBRE;57
BOSA;I;2015;ABRIL;1
BOSA;I;2015;ENERO;1
BOSA;I;2015;FEBRERO;1
BOSA;I;2015;JUNIO;1
BOSA;I;2015;NOVIEMBRE;1
BOSA;I;2016;AGOSTO;1
BOSA;I;2016;ENERO;3
BOSA;I;2016;FEBRERO;4
BOSA;I;2016;MARZO;1
BOSA;I;2016;NOVIEMBRE;1
BOSA;I;2016;OCTUBRE;6
BOSA;I;2016;SEPTIEMBRE;3
BOSA;I;2017;ABRIL;1
BOSA;I;2017;AGOSTO;4
BOSA;I;2017;ENERO;1
BOSA;I;2017;FEBRERO;3
BOSA;I;2017;JUNIO;2
BOSA;I;2017;MARZO;1
BOSA;I;2017;SEPTIEMBRE;1
CANDELARIA;A;2015;AGOSTO;1
CANDELARIA;A;2015;SEPTIEMBRE;1
CANDELARIA;A;2016;AGOSTO;1
CANDELARIA;A;2016;ENERO;5
CANDELARIA;A;2016;FEBRERO;2
CANDELARIA;A;2016;JULIO;2
CANDELARIA;A;2016;JUNIO;4
CANDELARIA;A;2016;MARZO;4
CANDELARIA;A;2016;NOVIEMBRE;5
CANDELARIA;A;2016;OCTUBRE;2
CANDELARIA;A;2017;ABRIL;9
CANDELARIA;A;2017;AGOSTO;13
CANDELARIA;A;2017;ENERO;4
CANDELARIA;A;2017;FEBRERO;5
CANDELARIA;A;2017;JULIO;9
CANDELARIA;A;2017;JUNIO;7
CANDELARIA;A;2017;MARZO;7
CANDELARIA;A;2017;MAYO;10
CANDELARIA;A;2017;SEPTIEMBRE;2
CANDELARIA;B;2015;ABRIL;7
CANDELARIA;B;2015;AGOSTO;2
CANDELARIA;B;2015;DICIEMBRE;2
CANDELARIA;B;2015;ENERO;3
CANDELARIA;B;2015;FEBRERO;1
CANDELARIA;B;2015;JULIO;2
CANDELARIA;B;2015;JUNIO;1
CANDELARIA;B;2015;NOVIEMBRE;4
CANDELARIA;B;2015;OCTUBRE;8
CANDELARIA;B;2015;SEPTIEMBRE;1
CANDELARIA;B;2016;ABRIL;2
CANDELARIA;B;2016;AGOSTO;17
CANDELARIA;B;2016;DICIEMBRE;15
CANDELARIA;B;2016;ENERO;4
CANDELARIA;B;2016;FEBRERO;8
CANDELARIA;B;2016;JUNIO;4
CANDELARIA;B;2016;MARZO;6
CANDELARIA;B;2016;MAYO;3
CANDELARIA;B;2016;NOVIEMBRE;29
CANDELARIA;B;2016;OCTUBRE;21
CANDELARIA;B;2016;SEPTIEMBRE;16
CANDELARIA;B;2017;ABRIL;17
CANDELARIA;B;2017;AGOSTO;34
CANDELARIA;B;2017;ENERO;41
CANDELARIA;B;2017;FEBRERO;46
CANDELARIA;B;2017;JULIO;45
CANDELARIA;B;2017;JUNIO;40
CANDELARIA;B;2017;MARZO;64
CANDELARIA;B;2017;MAYO;57
CANDELARIA;B;2017;SEPTIEMBRE;18
CANDELARIA;C;2015;ABRIL;140
CANDELARIA;C;2015;AGOSTO;81
CANDELARIA;C;2015;DICIEMBRE;24
CANDELARIA;C;2015;ENERO;98
CANDELARIA;C;2015;FEBRERO;161
CANDELARIA;C;2015;JULIO;31
CANDELARIA;C;2015;JUNIO;38
CANDELARIA;C;2015;MARZO;82
CANDELARIA;C;2015;MAYO;99
CANDELARIA;C;2015;NOVIEMBRE;65
CANDELARIA;C;2015;OCTUBRE;90
CANDELARIA;C;2015;SEPTIEMBRE;65
CANDELARIA;C;2016;ABRIL;212
CANDELARIA;C;2016;AGOSTO;225
CANDELARIA;C;2016;DICIEMBRE;304
CANDELARIA;C;2016;ENERO;106
CANDELARIA;C;2016;FEBRERO;208
CANDELARIA;C;2016;JULIO;87
CANDELARIA;C;2016;JUNIO;171
CANDELARIA;C;2016;MARZO;245
CANDELARIA;C;2016;MAYO;175
CANDELARIA;C;2016;NOVIEMBRE;537
CANDELARIA;C;2016;OCTUBRE;362
CANDELARIA;C;2016;SEPTIEMBRE;387
CANDELARIA;C;2017;ABRIL;885
CANDELARIA;C;2017;AGOSTO;543
CANDELARIA;C;2017;ENERO;661
CANDELARIA;C;2017;FEBRERO;832
CANDELARIA;C;2017;JULIO;837
CANDELARIA;C;2017;JUNIO;618
CANDELARIA;C;2017;MARZO;1085
CANDELARIA;C;2017;MAYO;1083
CANDELARIA;C;2017;OCTUBRE;8
CANDELARIA;C;2017;SEPTIEMBRE;263
CANDELARIA;D;2015;ABRIL;2
CANDELARIA;D;2015;AGOSTO;1
CANDELARIA;D;2015;ENERO;2
CANDELARIA;D;2015;FEBRERO;2
CANDELARIA;D;2015;JUNIO;1
CANDELARIA;D;2015;MARZO;1
CANDELARIA;D;2015;MAYO;6
CANDELARIA;D;2015;NOVIEMBRE;1
CANDELARIA;D;2015;OCTUBRE;1
CANDELARIA;D;2015;SEPTIEMBRE;2
CANDELARIA;D;2016;AGOSTO;7
CANDELARIA;D;2016;DICIEMBRE;7
CANDELARIA;D;2016;ENERO;3
CANDELARIA;D;2016;FEBRERO;12
CANDELARIA;D;2016;JULIO;4
CANDELARIA;D;2016;JUNIO;7
CANDELARIA;D;2016;MARZO;7
CANDELARIA;D;2016;MAYO;1
CANDELARIA;D;2016;NOVIEMBRE;16
CANDELARIA;D;2016;OCTUBRE;15
CANDELARIA;D;2016;SEPTIEMBRE;18
CANDELARIA;D;2017;ABRIL;14
CANDELARIA;D;2017;AGOSTO;89
CANDELARIA;D;2017;ENERO;25
CANDELARIA;D;2017;FEBRERO;31
CANDELARIA;D;2017;JULIO;61
CANDELARIA;D;2017;JUNIO;45
CANDELARIA;D;2017;MARZO;14
CANDELARIA;D;2017;MAYO;77
CANDELARIA;D;2017;OCTUBRE;1
CANDELARIA;D;2017;SEPTIEMBRE;36
CANDELARIA;F;2015;DICIEMBRE;1
CANDELARIA;F;2015;JULIO;2
CANDELARIA;F;2015;MAYO;1
CANDELARIA;F;2015;NOVIEMBRE;1
CANDELARIA;F;2015;OCTUBRE;1
CANDELARIA;F;2015;SEPTIEMBRE;4
CANDELARIA;F;2016;AGOSTO;1
CANDELARIA;F;2016;ENERO;3
CANDELARIA;F;2016;FEBRERO;6
CANDELARIA;F;2016;MARZO;3
CANDELARIA;F;2016;NOVIEMBRE;1
CANDELARIA;F;2016;OCTUBRE;2
CANDELARIA;F;2016;SEPTIEMBRE;1
CANDELARIA;F;2017;ABRIL;1
CANDELARIA;F;2017;AGOSTO;14
CANDELARIA;F;2017;FEBRERO;2
CANDELARIA;F;2017;JULIO;6
CANDELARIA;F;2017;JUNIO;4
CANDELARIA;F;2017;MARZO;6
CANDELARIA;F;2017;SEPTIEMBRE;3
CANDELARIA;G;2015;DICIEMBRE;1
CANDELARIA;G;2015;MARZO;1
CANDELARIA;G;2016;AGOSTO;1
CANDELARIA;G;2016;DICIEMBRE;10
CANDELARIA;G;2016;FEBRERO;2
CANDELARIA;G;2016;MARZO;1
CANDELARIA;G;2016;MAYO;1
CANDELARIA;G;2016;NOVIEMBRE;10
CANDELARIA;G;2016;OCTUBRE;26
CANDELARIA;G;2016;SEPTIEMBRE;25
CANDELARIA;G;2017;ABRIL;2
CANDELARIA;G;2017;AGOSTO;9
CANDELARIA;G;2017;ENERO;40
CANDELARIA;G;2017;FEBRERO;19
CANDELARIA;G;2017;JULIO;7
CANDELARIA;G;2017;JUNIO;19
CANDELARIA;G;2017;MARZO;34
CANDELARIA;G;2017;MAYO;31
CANDELARIA;G;2017;SEPTIEMBRE;10
CANDELARIA;H;2015;DICIEMBRE;2
CANDELARIA;H;2015;ENERO;4
CANDELARIA;H;2015;FEBRERO;2
CANDELARIA;H;2015;MAYO;1
CANDELARIA;H;2015;NOVIEMBRE;1
CANDELARIA;H;2016;ABRIL;2
CANDELARIA;H;2016;AGOSTO;6
CANDELARIA;H;2016;DICIEMBRE;9
CANDELARIA;H;2016;ENERO;3
CANDELARIA;H;2016;FEBRERO;3
CANDELARIA;H;2016;JULIO;3
CANDELARIA;H;2016;JUNIO;1
CANDELARIA;H;2016;MARZO;1
CANDELARIA;H;2016;MAYO;1
CANDELARIA;H;2016;NOVIEMBRE;9
CANDELARIA;H;2016;OCTUBRE;8
CANDELARIA;H;2016;SEPTIEMBRE;7
CANDELARIA;H;2017;ABRIL;12
CANDELARIA;H;2017;AGOSTO;43
CANDELARIA;H;2017;ENERO;40
CANDELARIA;H;2017;FEBRERO;17
CANDELARIA;H;2017;JULIO;51
CANDELARIA;H;2017;JUNIO;53
CANDELARIA;H;2017;MARZO;17
CANDELARIA;H;2017;MAYO;47
CANDELARIA;H;2017;OCTUBRE;1
CANDELARIA;H;2017;SEPTIEMBRE;19
CANDELARIA;I;2015;ABRIL;1
CANDELARIA;I;2016;NOVIEMBRE;1
CANDELARIA;I;2017;MAYO;3
CANDELARIA;I;2017;SEPTIEMBRE;1
CHAPINERO;A;2015;AGOSTO;18
CHAPINERO;A;2015;DICIEMBRE;36
CHAPINERO;A;2015;JULIO;36
CHAPINERO;A;2015;JUNIO;20
CHAPINERO;A;2015;MAYO;3
CHAPINERO;A;2015;NOVIEMBRE;5
CHAPINERO;A;2015;OCTUBRE;13
CHAPINERO;A;2015;SEPTIEMBRE;27
CHAPINERO;A;2016;ABRIL;16
CHAPINERO;A;2016;DICIEMBRE;2
CHAPINERO;A;2016;ENERO;25
CHAPINERO;A;2016;FEBRERO;57
CHAPINERO;A;2016;JULIO;2
CHAPINERO;A;2016;JUNIO;5
CHAPINERO;A;2016;MARZO;37
CHAPINERO;A;2016;MAYO;6
CHAPINERO;A;2016;NOVIEMBRE;4
CHAPINERO;A;2017;ABRIL;6
CHAPINERO;A;2017;AGOSTO;16
CHAPINERO;A;2017;ENERO;2
CHAPINERO;A;2017;FEBRERO;21
CHAPINERO;A;2017;JULIO;11
CHAPINERO;A;2017;JUNIO;11
CHAPINERO;A;2017;MARZO;24
CHAPINERO;A;2017;MAYO;9
CHAPINERO;A;2017;SEPTIEMBRE;4
CHAPINERO;B;2015;ABRIL;35
CHAPINERO;B;2015;AGOSTO;91
CHAPINERO;B;2015;DICIEMBRE;117
CHAPINERO;B;2015;ENERO;55
CHAPINERO;B;2015;FEBRERO;58
CHAPINERO;B;2015;JULIO;100
CHAPINERO;B;2015;JUNIO;75
CHAPINERO;B;2015;MARZO;33
CHAPINERO;B;2015;MAYO;49
CHAPINERO;B;2015;NOVIEMBRE;78
CHAPINERO;B;2015;OCTUBRE;64
CHAPINERO;B;2015;SEPTIEMBRE;89
CHAPINERO;B;2016;ABRIL;64
CHAPINERO;B;2016;AGOSTO;41
CHAPINERO;B;2016;DICIEMBRE;18
CHAPINERO;B;2016;ENERO;132
CHAPINERO;B;2016;FEBRERO;93
CHAPINERO;B;2016;JULIO;50
CHAPINERO;B;2016;JUNIO;100
CHAPINERO;B;2016;MARZO;89
CHAPINERO;B;2016;MAYO;64
CHAPINERO;B;2016;NOVIEMBRE;24
CHAPINERO;B;2016;OCTUBRE;25
CHAPINERO;B;2016;SEPTIEMBRE;63
CHAPINERO;B;2017;ABRIL;49
CHAPINERO;B;2017;AGOSTO;80
CHAPINERO;B;2017;ENERO;62
CHAPINERO;B;2017;FEBRERO;108
CHAPINERO;B;2017;JULIO;65
CHAPINERO;B;2017;JUNIO;63
CHAPINERO;B;2017;MARZO;79
CHAPINERO;B;2017;MAYO;102
CHAPINERO;B;2017;OCTUBRE;4
CHAPINERO;B;2017;SEPTIEMBRE;34
CHAPINERO;C;2015;ABRIL;1110
CHAPINERO;C;2015;AGOSTO;2375
CHAPINERO;C;2015;DICIEMBRE;1520
CHAPINERO;C;2015;ENERO;808
CHAPINERO;C;2015;FEBRERO;1199
CHAPINERO;C;2015;JULIO;2527
CHAPINERO;C;2015;JUNIO;2354
CHAPINERO;C;2015;MARZO;725
CHAPINERO;C;2015;MAYO;1765
CHAPINERO;C;2015;NOVIEMBRE;3099
CHAPINERO;C;2015;OCTUBRE;3541
CHAPINERO;C;2015;SEPTIEMBRE;3457
CHAPINERO;C;2016;ABRIL;3504
CHAPINERO;C;2016;AGOSTO;1316
CHAPINERO;C;2016;DICIEMBRE;1451
CHAPINERO;C;2016;ENERO;1692
CHAPINERO;C;2016;FEBRERO;2972
CHAPINERO;C;2016;JULIO;1030
CHAPINERO;C;2016;JUNIO;1836
CHAPINERO;C;2016;MARZO;2635
CHAPINERO;C;2016;MAYO;2229
CHAPINERO;C;2016;NOVIEMBRE;1557
CHAPINERO;C;2016;OCTUBRE;1153
CHAPINERO;C;2016;SEPTIEMBRE;1130
CHAPINERO;C;2017;ABRIL;1783
CHAPINERO;C;2017;AGOSTO;1816
CHAPINERO;C;2017;ENERO;1825
CHAPINERO;C;2017;FEBRERO;2165
CHAPINERO;C;2017;JULIO;2157
CHAPINERO;C;2017;JUNIO;2415
CHAPINERO;C;2017;MARZO;2227
CHAPINERO;C;2017;MAYO;2430
CHAPINERO;C;2017;OCTUBRE;40
CHAPINERO;C;2017;SEPTIEMBRE;1156
CHAPINERO;D;2015;ABRIL;52
CHAPINERO;D;2015;AGOSTO;64
CHAPINERO;D;2015;DICIEMBRE;173
CHAPINERO;D;2015;ENERO;60
CHAPINERO;D;2015;FEBRERO;55
CHAPINERO;D;2015;JULIO;68
CHAPINERO;D;2015;JUNIO;66
CHAPINERO;D;2015;MARZO;60
CHAPINERO;D;2015;MAYO;45
CHAPINERO;D;2015;NOVIEMBRE;122
CHAPINERO;D;2015;OCTUBRE;100
CHAPINERO;D;2015;SEPTIEMBRE;96
CHAPINERO;D;2016;ABRIL;77
CHAPINERO;D;2016;AGOSTO;82
CHAPINERO;D;2016;DICIEMBRE;34
CHAPINERO;D;2016;ENERO;97
CHAPINERO;D;2016;FEBRERO;102
CHAPINERO;D;2016;JULIO;70
CHAPINERO;D;2016;JUNIO;120
CHAPINERO;D;2016;MARZO;80
CHAPINERO;D;2016;MAYO;87
CHAPINERO;D;2016;NOVIEMBRE;92
CHAPINERO;D;2016;OCTUBRE;87
CHAPINERO;D;2016;SEPTIEMBRE;87
CHAPINERO;D;2017;ABRIL;57
CHAPINERO;D;2017;AGOSTO;95
CHAPINERO;D;2017;ENERO;86
CHAPINERO;D;2017;FEBRERO;104
CHAPINERO;D;2017;JULIO;83
CHAPINERO;D;2017;JUNIO;89
CHAPINERO;D;2017;MARZO;103
CHAPINERO;D;2017;MAYO;97
CHAPINERO;D;2017;OCTUBRE;3
CHAPINERO;D;2017;SEPTIEMBRE;36
CHAPINERO;E;2015;ABRIL;1
CHAPINERO;E;2015;ENERO;1
CHAPINERO;E;2016;ABRIL;1
CHAPINERO;E;2016;MAYO;1
CHAPINERO;E;2017;FEBRERO;1
CHAPINERO;E;2017;JULIO;1
CHAPINERO;F;2015;ABRIL;10
CHAPINERO;F;2015;AGOSTO;39
CHAPINERO;F;2015;DICIEMBRE;47
CHAPINERO;F;2015;ENERO;7
CHAPINERO;F;2015;FEBRERO;6
CHAPINERO;F;2015;JULIO;72
CHAPINERO;F;2015;JUNIO;51
CHAPINERO;F;2015;MARZO;4
CHAPINERO;F;2015;MAYO;16
CHAPINERO;F;2015;NOVIEMBRE;90
CHAPINERO;F;2015;OCTUBRE;31
CHAPINERO;F;2015;SEPTIEMBRE;65
CHAPINERO;F;2016;ABRIL;47
CHAPINERO;F;2016;AGOSTO;18
CHAPINERO;F;2016;DICIEMBRE;14
CHAPINERO;F;2016;ENERO;48
CHAPINERO;F;2016;FEBRERO;48
CHAPINERO;F;2016;JULIO;18
CHAPINERO;F;2016;JUNIO;62
CHAPINERO;F;2016;MARZO;41
CHAPINERO;F;2016;MAYO;25
CHAPINERO;F;2016;NOVIEMBRE;10
CHAPINERO;F;2016;OCTUBRE;18
CHAPINERO;F;2016;SEPTIEMBRE;37
CHAPINERO;F;2017;ABRIL;58
CHAPINERO;F;2017;AGOSTO;58
CHAPINERO;F;2017;ENERO;51
CHAPINERO;F;2017;FEBRERO;146
CHAPINERO;F;2017;JULIO;38
CHAPINERO;F;2017;JUNIO;70
CHAPINERO;F;2017;MARZO;103
CHAPINERO;F;2017;MAYO;74
CHAPINERO;F;2017;OCTUBRE;1
CHAPINERO;F;2017;SEPTIEMBRE;41
CHAPINERO;G;2015;AGOSTO;1
CHAPINERO;G;2015;DICIEMBRE;4
CHAPINERO;G;2015;ENERO;1
CHAPINERO;G;2015;FEBRERO;1
CHAPINERO;G;2015;JULIO;8
CHAPINERO;G;2015;JUNIO;4
CHAPINERO;G;2015;MAYO;5
CHAPINERO;G;2015;NOVIEMBRE;8
CHAPINERO;G;2015;OCTUBRE;3
CHAPINERO;G;2015;SEPTIEMBRE;2
CHAPINERO;G;2016;ABRIL;47
CHAPINERO;G;2016;AGOSTO;10
CHAPINERO;G;2016;DICIEMBRE;7
CHAPINERO;G;2016;ENERO;9
CHAPINERO;G;2016;FEBRERO;20
CHAPINERO;G;2016;JULIO;14
CHAPINERO;G;2016;JUNIO;48
CHAPINERO;G;2016;MARZO;29
CHAPINERO;G;2016;MAYO;38
CHAPINERO;G;2016;NOVIEMBRE;9
CHAPINERO;G;2016;OCTUBRE;5
CHAPINERO;G;2016;SEPTIEMBRE;7
CHAPINERO;G;2017;ABRIL;6
CHAPINERO;G;2017;AGOSTO;43
CHAPINERO;G;2017;ENERO;6
CHAPINERO;G;2017;FEBRERO;41
CHAPINERO;G;2017;JULIO;18
CHAPINERO;G;2017;JUNIO;22
CHAPINERO;G;2017;MARZO;29
CHAPINERO;G;2017;MAYO;35
CHAPINERO;G;2017;SEPTIEMBRE;8
CHAPINERO;H;2015;ABRIL;32
CHAPINERO;H;2015;AGOSTO;74
CHAPINERO;H;2015;DICIEMBRE;70
CHAPINERO;H;2015;ENERO;12
CHAPINERO;H;2015;FEBRERO;20
CHAPINERO;H;2015;JULIO;78
CHAPINERO;H;2015;JUNIO;84
CHAPINERO;H;2015;MARZO;24
CHAPINERO;H;2015;MAYO;71
CHAPINERO;H;2015;NOVIEMBRE;27
CHAPINERO;H;2015;OCTUBRE;15
CHAPINERO;H;2015;SEPTIEMBRE;30
CHAPINERO;H;2016;ABRIL;44
CHAPINERO;H;2016;AGOSTO;39
CHAPINERO;H;2016;DICIEMBRE;39
CHAPINERO;H;2016;ENERO;66
CHAPINERO;H;2016;FEBRERO;75
CHAPINERO;H;2016;JULIO;27
CHAPINERO;H;2016;JUNIO;29
CHAPINERO;H;2016;MARZO;80
CHAPINERO;H;2016;MAYO;25
CHAPINERO;H;2016;NOVIEMBRE;37
CHAPINERO;H;2016;OCTUBRE;20
CHAPINERO;H;2016;SEPTIEMBRE;27
CHAPINERO;H;2017;ABRIL;94
CHAPINERO;H;2017;AGOSTO;197
CHAPINERO;H;2017;ENERO;86
CHAPINERO;H;2017;FEBRERO;103
CHAPINERO;H;2017;JULIO;138
CHAPINERO;H;2017;JUNIO;201
CHAPINERO;H;2017;MARZO;155
CHAPINERO;H;2017;MAYO;258
CHAPINERO;H;2017;OCTUBRE;12
CHAPINERO;H;2017;SEPTIEMBRE;127
CHAPINERO;I;2015;ABRIL;1
CHAPINERO;I;2015;AGOSTO;2
CHAPINERO;I;2015;DICIEMBRE;2
CHAPINERO;I;2015;FEBRERO;1
CHAPINERO;I;2015;JULIO;1
CHAPINERO;I;2015;JUNIO;1
CHAPINERO;I;2015;MARZO;1
CHAPINERO;I;2015;MAYO;2
CHAPINERO;I;2015;OCTUBRE;4
CHAPINERO;I;2015;SEPTIEMBRE;1
CHAPINERO;I;2016;ABRIL;3
CHAPINERO;I;2016;AGOSTO;2
CHAPINERO;I;2016;ENERO;5
CHAPINERO;I;2016;FEBRERO;5
CHAPINERO;I;2016;JULIO;4
CHAPINERO;I;2016;JUNIO;3
CHAPINERO;I;2016;MARZO;2
CHAPINERO;I;2016;MAYO;2
CHAPINERO;I;2016;OCTUBRE;1
CHAPINERO;I;2016;SEPTIEMBRE;1
CHAPINERO;I;2017;ABRIL;1
CHAPINERO;I;2017;ENERO;1
CHAPINERO;I;2017;JULIO;1
CHAPINERO;I;2017;MARZO;5
CHAPINERO;I;2017;MAYO;5
CIUDAD BOLIVAR;A;2015;ABRIL;8
CIUDAD BOLIVAR;A;2015;AGOSTO;10
CIUDAD BOLIVAR;A;2015;DICIEMBRE;37
CIUDAD BOLIVAR;A;2015;ENERO;12
CIUDAD BOLIVAR;A;2015;FEBRERO;10
