date,close,meses
01/01/15,53,Ene-Feb
01/02/15,46,Feb-Mar
01/03/15,53,Mar-Abr
01/04/15,57,Abr-May
01/05/15,55,May-Jun
01/06/15,50,Jun-Jul
01/07/15,64,Jul-Ago
01/08/15,51,Ago-Sep
01/09/15,59,Sep-Oct
01/10/15,52,Oct-Nov
01/11/15,50,Nov-Dic
01/12/15,50,Dic-Ene
