date,close,meses
01/01/17,176,Ene-Feb
01/02/17,225,Feb-Mar
01/03/17,274,Mar-Abr
01/04/17,221,Abr-May
01/05/17,254,May-Jun
01/06/17,210,Jun-Jul
01/07/17,252,Jul-Ago
01/08/17,243,Ago-Sep
01/09/17,240,Sep-Oct
