date,close,meses
01/01/16,347,Ene-Feb
01/02/16,218,Feb-Mar
01/03/16,297,Mar-Abr
01/04/16,285,Abr-May
01/05/16,362,May-Jun
01/06/16,351,Jun-Jul
01/07/16,360,Jul-Ago
01/08/16,311,Ago-Sep
01/09/16,346,Sep-Oct
01/10/16,341,Oct-Nov
01/11/16,391,Nov-Dic
01/12/16,401,Dic-Ene
