date,close,meses
01/01/15,229,Ene-Feb
01/02/15,291,Feb-Mar
01/03/15,296,Mar-Abr
01/04/15,277,Abr-May
01/05/15,301,May-Jun
01/06/15,253,Jun-Jul
01/07/15,276,Jul-Ago
01/08/15,254,Ago-Sep
01/09/15,273,Sep-Oct
01/10/15,254,Oct-Nov
01/11/15,278,Nov-Dic
01/12/15,273,Dic-Ene

