date,close,meses
01/01/17,178,Ene-Feb
01/02/17,203,Feb-Mar
01/03/17,206,Mar-Abr
01/04/17,148,Abr-May
01/05/17,231,May-Jun
01/06/17,187,Jun-Jul
01/07/17,172,Jul-Ago
01/08/17,221,Ago-Sep
01/09/17,202,Sep-Oct
