date,close,meses
01/01/17,297,Ene-Feb
01/02/17,366,Feb-Mar
01/03/17,384,Mar-Abr
01/04/17,320,Abr-May
01/05/17,384,May-Jun
01/06/17,317,Jun-Jul
01/07/17,374,Jul-Ago
01/08/17,322,Ago-Sep
01/09/17,311,Sep-Oct
