date,close,meses
01/01/15,249,Ene-Feb
01/02/15,251,Feb-Mar
01/03/15,288,Mar-Abr
01/04/15,252,Abr-May
01/05/15,261,May-Jun
01/06/15,256,Jun-Jul
01/07/15,276,Jul-Ago
01/08/15,269,Ago-Sep
01/09/15,300,Sep-Oct
01/10/15,309,Oct-Nov
01/11/15,266,Nov-Dic
01/12/15,250,Dic-Ene
