date,close,meses
01/01/17,212,Ene-Feb
01/02/17,290,Feb-Mar
01/03/17,315,Mar-Abr
01/04/17,260,Abr-May
01/05/17,329,May-Jun
01/06/17,275,Jun-Jul
01/07/17,300,Jul-Ago
01/08/17,318,Ago-Sep
01/09/17,337,Sep-Oct
