date,close,meses
01/01/17,190,Ene-Feb
01/02/17,244,Feb-Mar
01/03/17,280,Mar-Abr
01/04/17,219,Abr-May
01/05/17,258,May-Jun
01/06/17,277,Jun-Jul
01/07/17,235,Jul-Ago
01/08/17,268,Ago-Sep
01/09/17,285,Sep-Oct
