date,close,meses
01/01/15,188,Ene-Feb
01/02/15,297,Feb-Mar
01/03/15,282,Mar-Abr
01/04/15,246,Abr-May
01/05/15,264,May-Jun
01/06/15,248,Jun-Jul
01/07/15,266,Jul-Ago
01/08/15,259,Ago-Sep
01/09/15,297,Sep-Oct
01/10/15,280,Oct-Nov
01/11/15,237,Nov-Dic
01/12/15,236,Dic-Ene
