name,value
'C03',71
'C14',56
'C31',19
'B01',18
'D07',13
'A06',11
'A08',10
'D03',9
'F07',9
'C04',8
'I01',7
'D01',6
'C35',5
'H02',5
'A05',4
'A01',3
'C38',3
'D02',3
'D04',3
'B03',2
