name,value
'C24',75
'H03',57
'C06',52
'C35',37
'B10',27
'C14',27
'C31',25
'B01',23
'G02',22
'C38',14
'B15',13
'A06',12
'B02',11
'C03',9
'D03',9
'D01',8
'H02',8
'B03',6
'C11',6
