name,value
'C24',20
'C03',14
'B01',12
'F06',10
'H03',10
'C35',9
'H02',5
'A06',4
'D01',4
'D02',4
'D07',4
'A12',3
'C06',3
'C11',3
'D04',3
'A01',2
'A05',2
'C38',2
'G02',2
'A07',1

