name,value
'C02',51
'C03',13
'D01',6
'H03',6
'D02',5
'B01',4
'C11',4
'C29',3
'B03',2
'D08',2
'B07',1
'B12',1
'C04',1
'C12',1
'C37',1
'D06',1
'F07',1
'G02',1
'H05',1
'H06',1
