name,value
'C24',468
'C02',231
'C35',127
'D06',82
'B01',60
'C06',56
'C14',54
'C38',54
'D03',54
'D05',39
'F06',27
'C03',26
'D02',26
'D04',26
'B22',24
'A08',21
'C11',21
'C31',20
'H02',20
'F03',19

