name,value
'G02',14
'B07',14
'F06',8
'H11',7
'F07',5
'B18',4
'C30',4
'D17',4
'E01',3
'C18',2
'C12',1
'G01',1
'H07',1
'C06',1
'C02',0
'C03',0
'C35',0
'C14',0
'B10',0
'D02',0
