name,value
'C02',166
'C19',113
'H03',49
'C31',33
'B10',21
'G02',18
'A06',13
'D02',11
'A04',6
'B02',6
'C11',6
'C29',5
'C35',5
'D03',5
'B01',4
'B22',4
'C10',4
'C15',4
'D04',4
'A05',3
