name,value
'B01',7
'D07',6
'C38',2
'D04',2
'B11',1
'B22',1
'C10',1
'D08',1
'A02',0
'A03',0
'A04',0
'A05',0
'A06',0
'A07',0
'A08',0
'A09',0
'A10',0
'A11',0
'A12',0
'B05',0
