name,value
'C02',104
'C31',44
'C35',19
'C03',14
'D03',9
'D05',8
'H03',8
'F07',6
'G01',4
'A08',3
'C15',3
'D12',3
'B03',2
'B04',2
'B07',2
'C30',2
'C33',2
'A01',1
'A05',1
'C23',1
