name,value
'C31',9
'D07',9
'C35',7
'C38',6
'C18',3
'A06',2
'A08',2
'D02',2
'B02',1
'C11',1
'C32',1
'D08',1
'F07',1
'H13',1
'A02',0
'A03',0
'A04',0
'A05',0
'A07',0
'A09',0
