name,value
'C03',51
'F12',10
'B01',8
'D02',4
'B15',2
'F07',2
'A09',1
'B02',1
'B11',1
'B22',1
'C10',1
'C15',1
'E02',1
'F01',1
'H02',1
'A02',0
'A03',0
'A06',0
'A07',0
'A10',0
