name,value
'C33',3
'D02',3
'D03',3
'B22',2
'B07',1
'C11',1
'C30',1
'F07',1
'H05',1
'A01',0
'A02',0
'A03',0
'A04',0
'A05',0
'A06',0
'A07',0
'A08',0
'A09',0
'A10',0
'A11',0
