name,value
'C02',1140
'C03',120
'C14',54
'C04',26
'C38',20
'D03',13
'D07',11
'C08',8
'C35',8
'A05',7
'D05',7
'H03',6
'C28',5
'F06',5
'H10',5
'A01',3
'B07',3
'H13',3
'I01',3
'C16',2
