name,value
'C24',98
'C31',39
'B01',29
'C35',29
'C29',28
'D03',24
'F06',22
'C19',16
'C14',15
'C38',13
'D04',13
'A01',11
'D02',11
'A06',10
'B22',10
'C11',10
'D01',8
'B02',7
'H02',7
'H10',7
