name,value
'G02',71
'C14',39
'H10',31
'B01',27
'C31',22
'C24',21
'C38',20
'F06',13
'C11',12
'H04',11
'B02',10
'C19',10
'D03',10
'A08',9
'C35',8
'C33',6
'D02',6
'C15',4
'D08',4
'H02',4
