name,value
'C24',86
'C02',74
'C14',46
'D04',35
'H03',13
'B10',12
'C31',11
'A08',9
'B01',9
'C06',9
'C38',9
'H02',7
'C04',6
'D08',5
'G02',5
'C19',3
'C28',3
'D02',3
'D12',3
'H10',3
