name,value
'G02',88
'C24',49
'C06',37
'C14',32
'A08',30
'C31',30
'D02',10
'F06',9
'B03',8
'C15',7
'H10',7
'C32',6
'C35',6
'D01',6
'C08',5
'F07',5
'G01',5
'C11',4
'C33',4
