name,value
'B06',233
'D13',18
'B18',15
'H12',13
'D15',10
'D04',8
'F06',6
'B01',5
'A08',5
'C40',4
'A06',4
'C38',3
'B14',3
'C30',3
'D07',3
'H13',2
'C22',2
'A11',2
'B20',2
'C01',2
