name,value
'B06',245
'B21',95
'C25',85
'C15',76
'C27',64
'C22',43
'C40',25
'D11',21
'B02',15
'B07',15
'D13',13
'F01',12
'B12',11
'C29',11
'D14',8
'F06',6
'B10',5
'C19',4
'C30',4
'C06',4
