name,value
'B06',426
'C15',89
'B21',74
'C40',65
'C27',62
'D13',59
'B02',44
'D17',40
'B07',34
'D04',22
'B14',16
'D14',14
'D15',11
'C23',10
'H11',9
'D11',8
'H12',8
'A02',7
'B18',7
'D10',6
