name,value
'C02',87
'C06',20
'C14',18
'C03',10
'F06',9
'C38',8
'G02',8
'H02',7
'B22',6
'C11',6
'D02',4
'B10',2
'C04',2
'B01',1
'B21',1
'C07',1
'C32',1
'C37',1
'D01',1
