name,value
'H02',11
'C29',6
'B02',4
'B03',4
'D05',4
'H13',4
'D01',3
'B20',2
'C18',2
'C35',2
'D07',2
'A12',1
'B15',1
'D11',1
'D12',1
'A02',0
'A03',0
'A06',0
'A07',0
