name,value
'B06',59
'F01',13
'F07',12
'H11',8
'A08',8
'B08',5
'C02',4
'G02',3
'C01',3
'C23',3
'C30',3
'D15',3
'H13',2
'B07',2
'B12',2
'B18',2
'C11',2
'C39',2
'H09',2
'D01',2
