name,value
'C02',47
'C06',36
'G01',22
'C38',10
'B15',4
'C21',3
'C33',3
'B02',2
'B03',2
'C11',2
'C18',2
'C19',2
'C28',2
'C29',2
'D02',2
'D05',2
'D08',2
'F06',2
'G02',2
