name,value
'C02',1065
'C03',148
'C14',104
'C19',34
'G02',21
'C38',17
'A08',16
'A01',12
'F06',12
'B15',10
'C32',9
'B10',7
'C04',7
'H13',7
'C08',6
'F12',6
'H03',6
'A11',5
'B02',5
'B07',4

