name,value
'C15',56
'C27',44
'C34',24
'B02',20
'G02',16
'D04',16
'D13',12
'D10',11
'H11',10
'C25',6
'H07',6
'B12',5
'D17',5
'C30',4
'C40',4
'D14',4
'C10',3
'B18',3
'B23',3
'C11',3
