name,value
'H03',8
'B03',3
'C28',3
'D07',3
'B04',2
'C15',2
'C22',1
'C34',1
'D04',1
'A01',0
'A02',0
'A03',0
'A04',0
'A09',0
'A10',0
'A11',0
'A12',0
'B05',0
'B06',0
'B08',0

