name,value
'C02',44
'C33',9
'G02',6
'B02',5
'C38',5
'B01',4
'C28',4
'G01',3
'C37',2
'D12',2
'H13',2
'C19',1
'D16',1
'I01',1
'A01',0
'A02',0
'A03',0
'A04',0
'A05',0
'A09',0
