name,value
'C14',71
'C35',27
'H10',27
'H03',26
'G02',23
'C19',19
'C06',16
'C24',16
'C31',14
'C10',12
'H04',12
'D07',9
'B02',8
'C03',6
'A05',5
'D04',5
'D12',5
'B10',4
'C11',4
'B03',3
