name,value
'C31',28
'C14',26
'C35',24
'C24',16
'B15',9
'C29',4
'D02',4
'A08',3
'B03',3
'C33',3
'H05',2
'A06',1
'B04',1
'B17',1
'C28',1
'C32',1
'D06',1
'D12',1
'H03',1
'A02',0
