name,value
'A08',12
'C32',11
'C29',6
'H10',4
'C15',2
'A07',1
'B03',1
'C18',1
'C37',1
'H13',1
'A01',0
'A02',0
'A05',0
'A09',0
'A10',0
'A12',0
'B06',0
'B08',0
'B09',0
'B11',0

