name,value
'C04',13
'C11',9
'D03',3
'C19',2
'H05',2
'A01',1
'C08',1
'C37',1
'D11',1
'H13',1
'A02',0
'A03',0
'A06',0
'A07',0
'A08',0
'A09',0
'A10',0
'A11',0
'A12',0
'B05',0
