name,value
'B06',543
'B07',86
'C34',18
'C40',15
'D15',14
'B08',11
'D14',10
'B02',5
'D13',4
'D07',3
'C19',2
'C22',2
'B01',2
'D11',2
'A11',1
'A12',1
'B13',1
'B17',1
'B23',1
'C12',1
