name,value
'C24',62
'C14',35
'A08',34
'C03',32
'C31',32
'C35',25
'F06',25
'D03',23
'B01',19
'C06',19
'C29',14
'D07',12
'C19',11
'C38',9
'A01',8
'C33',6
'D02',6
'D05',6
'B10',4
'H02',4
