name,value
'A06',10
'D03',7
'D01',6
'C11',5
'C06',4
'A05',2
'C10',2
'C15',2
'C32',2
'C37',2
'D05',2
'C16',1
'C18',1
'D02',1
'D07',1
'D15',1
'G02',1
'A04',0
'A07',0
'A09',0
