name,value
'C03',24
'D03',13
'H02',5
'B22',4
'C06',3
'B07',2
'F05',2
'A12',1
'B03',1
'B04',1
'D06',1
'H13',1
'I01',1
'I02',1
'A02',0
'A03',0
'A04',0
'A09',0
'A10',0
'A11',0
