name,value
'C02',348
'C14',34
'C24',33
'C35',30
'C11',21
'H03',20
'B01',17
'D02',15
'C31',12
'A12',10
'B02',9
'D07',9
'B07',5
'C33',5
'D03',5
'C06',3
'D01',3
'D12',3
'G02',3
'A05',2
