name,value
'B06',407
'C15',57
'F07',42
'B21',41
'C34',33
'B07',31
'C40',27
'G02',16
'B02',16
'B12',14
'D11',14
'C10',11
'C27',11
'C30',7
'B10',5
'D13',5
'D17',5
'C22',4
'B23',4
'H12',4
