name,value
'C02',610
'A11',8
'A01',5
'F06',5
'A07',4
'A04',3
'A09',3
'B15',3
'C11',3
'C19',3
'D05',3
'C05',2
'C10',2
'C26',2
'C04',1
'C15',1
'C18',1
'A02',0
'A03',0
'A10',0
