name,value
'B06',761
'B07',104
'B21',39
'D14',17
'C10',12
'B12',12
'B08',10
'C08',10
'H11',7
'H12',7
'C38',5
'G02',4
'C19',3
'C33',3
'B23',3
'D11',3
'F06',3
'C22',2
'C32',2
'C39',2
