name,value
'B22',1
'A01',0
'A02',0
'A03',0
'A04',0
'A05',0
'A07',0
'A09',0
'A10',0
'A11',0
'A12',0
'B05',0
'B06',0
'B08',0
'B09',0
'B12',0
'B13',0
'B14',0
'B16',0
'B17',0
