name,value
'B21',70
'C34',45
'D17',32
'B12',21
'B14',8
'A02',7
'C22',6
'D04',6
'C02',5
'C15',5
'G02',4
'B17',4
'D13',4
'D14',3
'E01',3
'H11',3
'C38',2
'H13',2
'C33',2
'C07',2
