name,value
'C02',90
'C03',19
'C35',19
'C24',8
'H03',8
'B01',5
'B15',4
'B02',3
'F06',3
'H02',3
'B10',2
'C06',2
'C26',2
'C31',2
'C38',2
'D07',2
'D08',2
'A01',1
'A08',1
