name,value
'C31',15
'H02',6
'C04',3
'C33',3
'D04',3
'A06',2
'C32',2
'A01',1
'A02',1
'A04',1
'B07',1
'B16',1
'C08',1
'C21',1
'H05',1
'A03',0
'A10',0
'A11',0
'A12',0
'B03',0



