name,value
'B01',10
'C35',8
'C24',7
'C14',6
'H03',6
'C28',5
'B02',3
'C38',3
'F06',2
'G02',2
'A08',1
'B04',1
'C06',1
'C19',1
'D08',1
'A02',0
'A03',0
'A04',0
'A05',0
