name,value
'C02',137
'C03',77
'C14',18
'F12',18
'F07',16
'H03',11
'G02',8
'H02',4
'A06',3
'A08',3
'C31',3
'B03',2
'C04',2
'C28',2
'D02',2
'A05',1
'B04',1
'C08',1
'C26',1
'C32',1
