name,value
'C02',628
'C03',81
'C35',55
'A08',25
'C32',24
'C06',19
'F07',11
'H03',9
'B01',8
'D03',8
'F06',8
'H10',7
'A05',5
'C24',5
'D12',5
'B03',4
'B07',4
'H02',4
'D02',3
'D04',3
