name,value
'C02',594
'C03',93
'D07',46
'F07',20
'A05',16
'A04',6
'B02',6
'C04',6
'C11',6
'C08',5
'C31',5
'D01',4
'B10',3
'B15',3
'D08',3
'C38',2
'D06',2
'D12',2
'B03',1
'C25',1
