name,value
'B21',34
'C10',8
'C07',6
'H07',6
'D14',4
'C08',4
'B12',3
'C35',2
'H03',2
'C18',2
'A02',2
'D10',2
'C38',1
'A01',1
'A11',1
'B14',1
'C09',1
'C36',1
'H12',1
'C03',0



