name,value
'H03',15
'B01',10
'C06',9
'H02',6
'C19',5
'C08',4
'C35',4
'D04',4
'F07',4
'H05',4
'B02',3
'D01',3
'H04',3
'A05',2
'B22',2
'C15',2
'C24',2
'D03',2
'D07',2
'H10',2

