name,value
'C24',278
'C35',101
'H03',84
'B01',33
'C06',29
'H02',27
'C31',25
'C18',21
'B10',19
'C14',16
'D07',16
'B15',14
'D01',14
'B02',9
'F06',8
'B07',6
'C11',6
'C38',6
'B03',5
