name,value
'B06',429
'D13',20
'C38',7
'D14',6
'C07',5
'D15',5
'D07',5
'D02',3
'C10',3
'B01',3
'C40',3
'H12',3
'A02',2
'B08',2
'C17',2
'C29',2
'C30',2
'B12',1
'B13',1
'B19',1
